# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR
9589 2.846075 1.884098 0.446678 225 209 26 0
9590 2.670483 1.936990 0.463470 183 173 13 0
9591 2.937604 1.800419 0.434252 223 212 32 0
9592 2.894645 1.849303 0.441702 237 224 50 0
9593 2.960801 1.638639 0.337721 211 209 39 0
9594 2.976904 1.592917 0.329774 202 201 51 0
9595 2.646991 1.980734 0.483564 165 154 10 0
9596 2.738128 1.894345 0.438147 202 192 17 0
9597 2.867790 2.001838 0.628125 223 215 28 0
9598 2.867214 1.831457 0.413993 221 209 27 0
9599 2.970647 1.737514 0.415343 216 210 34 0
9600 2.937770 1.752205 0.395188 218 209 26 0
9601 2.711020 1.854950 0.415099 176 169 19 0
9602 2.682125 1.888908 0.440265 189 180 27 0
9603 2.971972 1.691130 0.377656 213 210 37 0
9604 2.808213 1.866679 0.423464 218 208 23 0
9605 2.622653 1.974460 0.463626 159 152 19 0
9606 2.909703 1.800593 0.413391 230 221 42 0
9607 2.766195 1.618414 0.293934 186 176 27 0
9608 2.767206 1.849739 0.410472 208 196 24 0
9609 2.883623 1.769529 0.383712 226 213 39 0
9610 2.819733 1.813777 0.396086 210 200 17 0
9611 2.781105 1.643527 0.319439 209 200 43 0
9612 2.640699 1.897151 0.430026 154 146 19 0
9613 2.932010 1.704114 0.358128 219 211 38 0
9614 2.706183 2.051943 0.531350 205 195 9 0
9615 2.913284 1.639039 0.315596 226 218 57 0
9616 2.766169 1.689501 0.346687 190 183 30 0
9617 2.759242 1.724252 0.360926 198 189 34 0
9618 2.809973 1.681929 0.338252 206 198 25 0
9619 2.702829 1.762950 0.370084 169 160 21 0
9620 2.745221 1.769354 0.374388 207 198 45 0
9621 2.670927 1.865589 0.421809 153 145 10 0
9622 2.855268 1.629986 0.304155 208 199 32 0
9623 2.873628 1.700385 0.344212 217 205 31 0
9624 2.675171 1.827702 0.390735 164 157 27 0
9625 2.810113 1.753425 0.369622 207 200 21 0
9626 2.745091 1.812244 0.390631 204 195 38 0
9627 2.634774 1.875253 0.382222 182 178 42 0
9628 2.623359 1.940755 0.404477 183 181 46 0
9629 2.808658 1.622474 0.303101 214 206 45 0
9630 2.643915 1.817603 0.340448 188 181 48 0
9631 2.673472 1.750977 0.336814 181 178 37 0
9632 2.786708 1.596926 0.280785 191 181 34 0
9633 2.630400 1.898589 0.347811 183 180 47 0
9634 2.772844 1.667385 0.331917 189 180 23 0
9635 2.666544 1.787409 0.361797 174 167 34 0
9636 2.714401 1.789727 0.381499 169 158 16 0
9637 2.722714 1.704654 0.344317 184 175 36 0
9638 2.751242 1.678304 0.336570 164 157 7 0
9639 2.935409 1.911372 0.613382 210 206 37 0
9640 2.492268 0.760601 0.148300 186 183 148 0
9641 2.970168 1.825410 0.646459 204 198 50 0
9642 2.898305 1.967706 0.648873 219 214 36 0
9643 2.970403 1.803843 0.679214 188 182 36 0
9644 2.601278 0.739601 0.367313 180 177 134 0
9645 2.594812 1.174786 -0.174755 152 152 56 0
9646 2.863023 0.694185 0.683258 177 172 114 0
9647 2.989565 0.644385 0.886463 171 165 113 0
9648 2.519002 0.714671 0.627855 176 172 124 0
9649 2.566737 0.579171 0.938807 165 162 91 0
9650 2.509583 3.484709 0.673359 187 184 19 0
9651 2.513913 3.434064 0.708972 188 182 24 0
9652 2.520135 3.449218 0.657369 182 176 26 0
9653 2.363993 3.976917 0.568532 213 207 23 0
9654 2.294483 4.078493 0.581925 214 208 24 0
9655 2.312015 4.031265 0.629964 214 208 24 0
9656 2.397480 3.953241 0.473639 213 209 16 0
9657 2.422026 3.922142 0.387964 212 205 11 0
9658 2.370162 4.007345 0.425007 215 208 16 0
9659 2.656750 3.098400 0.379956 116 117 51 0
9660 2.658144 3.086192 0.342269 205 206 43 0
9661 2.627263 3.098845 0.341729 13 11 0 0
9662 2.181499 4.191067 0.058600 220 216 31 0
9663 2.165274 4.173622 -0.041574 218 214 29 0
9664 2.137207 4.230898 0.055097 221 217 34 0
9665 2.339890 3.921331 0.718993 209 202 25 0
9666 2.289603 3.976734 0.762484 205 199 25 0
9667 2.330610 3.888454 0.773951 203 197 25 0
9668 2.640359 3.087177 0.322472 198 199 61 0
9669 2.307902 4.045006 0.102683 217 211 27 0
9670 2.337503 3.982589 0.022795 218 214 19 0
9671 2.281316 4.071444 0.030124 219 213 27 0
9672 2.144239 4.256412 0.215823 222 217 29 0
9673 2.184453 4.212355 0.191756 218 213 23 0
9674 2.160586 4.226506 0.129095 218 213 25 0
9675 2.513138 3.539066 0.593584 184 180 21 0
9676 2.538086 3.515565 0.543750 4 5 0 0
9677 2.517530 3.561016 0.537772 185 187 28 0
9678 2.642869 2.982655 0.744829 103 16 9 0
9679 2.663329 2.907734 0.719263 102 20 8 0
9680 2.680094 2.967066 0.690839 109 18 13 0
9681 2.615543 3.139573 0.332292 5 10 6 0
9682 2.612040 3.109406 0.318916 3 3 3 0
9683 2.601505 3.124489 0.295485 3 6 0 0
9684 2.622932 3.213684 0.489498 3 5 2 0
9685 2.608153 3.252085 0.534574 3 5 2 0
9686 2.617660 3.208682 0.544055 4 3 9 0
9687 2.564175 3.142065 0.799840 167 165 30 0
9688 2.609251 3.098139 0.755260 69 25 0 0
9689 2.600468 3.162612 0.742459 179 179 31 0
9690 2.598368 3.178924 0.277778 4 5 0 0
9691 2.603282 3.260843 0.271304 4 5 0 0
9692 2.609722 3.251545 0.343759 2 4 0 0
9693 2.521634 3.609970 0.448560 192 187 25 0
9694 2.543758 3.553740 0.427926 9 11 0 0
9695 2.535419 3.614606 0.397375 189 189 33 0
9696 2.572662 3.350002 0.398255 176 182 178 0
9697 2.595597 3.309065 0.387311 2 4 1 0
9698 2.583624 3.324297 0.368559 169 178 173 0
9699 2.509478 3.602859 0.526767 190 186 16 0
9700 2.499623 3.614379 0.571608 199 189 16 0
9701 2.232615 4.138802 0.637937 211 207 24 0
9702 2.252726 4.097106 0.670274 203 196 28 0
9703 2.730312 3.002932 0.519055 193 188 36 0
9704 2.707595 3.004570 0.587807 173 168 38 0
9705 2.728700 2.967676 0.550442 177 175 30 0
9706 2.611656 3.241254 0.421905 0 5 0 0
9707 2.593854 3.304194 0.491084 0 7 0 0
9708 2.363670 3.593344 0.917511 181 175 25 0
9709 2.362651 3.527956 0.936681 185 179 29 0
9710 2.388792 3.540660 0.904475 182 176 26 0
9711 2.544734 3.581833 0.199816 194 192 21 0
9712 2.555792 3.527842 0.200139 191 186 24 0
9713 2.566667 3.488046 0.123300 191 189 19 0
9714 2.578762 3.411879 0.483381 10 15 11 0
9715 2.559521 3.447388 0.494726 0 5 0 0
9716 2.564175 3.416985 0.516301 0 5 1 0
9717 2.545022 3.461469 0.542120 2 6 5 0
9718 2.551165 3.412707 0.555993 0 5 1 0
9719 2.708031 3.059153 0.447811 210 209 30 0
9720 2.687876 3.099315 0.482553 212 214 45 0
9721 2.700014 3.069784 0.525015 204 202 32 0
9722 1.857764 4.383537 -0.010875 224 218 36 0
9723 1.934594 4.340090 -0.032990 223 219 36 0
9724 1.857939 4.352516 -0.098570 227 216 36 0
9725 2.291807 3.859760 0.864897 197 192 28 0
9726 2.265744 3.821820 0.925946 191 188 31 0
9727 2.328981 3.772003 0.876957 188 183 27 0
9728 2.564375 3.390426 0.411910 189 194 188 0
9729 2.579267 3.387489 0.449005 1 3 2 0
9730 2.225783 4.141895 0.044562 218 214 31 0
9731 2.130872 4.280000 0.332475 220 217 18 0
9732 2.185342 4.221870 0.273648 222 218 22 0
9733 2.267984 4.104949 0.136171 217 210 31 0
9734 2.614567 3.153890 0.229914 100 99 43 0
9735 2.603422 3.185721 0.227674 4 6 3 0
9736 2.553309 3.546603 0.376593 1 2 0 0
9737 2.534800 3.604794 0.344169 187 188 35 0
9738 2.599561 3.305283 0.248099 3 3 3 0
9739 2.580740 3.346473 0.253171 170 176 172 0
9740 2.593819 3.313953 0.290535 133 139 137 0
9741 2.565856 3.430413 0.465099 2 4 1 0
9742 2.058034 4.268123 -0.019075 222 218 35 0
9743 2.097769 4.222864 -0.059881 221 215 33 0
9744 2.037539 4.245136 -0.107188 227 216 30 0
9745 2.378632 3.867907 0.687824 208 202 18 0
9746 2.350538 3.950191 0.652942 211 205 23 0
9747 2.443410 3.850593 0.189691 214 209 19 0
9748 2.466284 3.816339 0.237033 210 205 17 0
9749 2.476801 3.774556 0.132336 211 206 16 0
9750 2.434905 3.666941 0.764531 190 185 21 0
9751 2.478797 3.472257 0.782848 190 185 19 0
9752 2.476610 3.551134 0.731515 193 185 16 0
9753 2.686473 3.069035 0.283913 224 220 25 0
9754 2.651287 3.093242 0.269683 214 208 26 0
9755 2.658205 3.083447 0.307214 222 225 32 0
9756 2.016399 4.228379 -0.188262 226 214 18 0
9757 1.981239 4.265657 -0.143325 227 217 32 0
9758 2.551514 3.477607 0.422088 0 0 0 0
9759 2.554729 3.455614 0.401166 139 141 136 0
9760 2.551278 3.493920 0.394979 0 2 0 0
9761 2.683083 3.087264 0.241041 213 208 18 0
9762 2.267714 3.698328 0.979248 183 178 26 0
9763 2.230645 3.779061 0.990123 177 176 24 0
9764 2.247794 3.649016 1.020943 177 173 22 0
9765 2.553248 3.507374 0.431734 5 8 0 0
9766 2.552141 3.518388 0.445423 3 5 2 0
9767 2.553910 3.475472 0.456838 1 6 2 0
9768 2.485550 3.747604 0.434113 204 198 14 0
9769 2.518262 3.670775 0.355453 200 194 20 0
9770 2.501531 3.730412 0.325609 207 198 17 0
9771 2.505836 3.647814 0.492242 196 193 16 0
9772 2.521730 3.578278 0.487694 182 176 28 0
9773 2.685584 3.005311 0.676147 106 17 13 0
9774 2.651208 3.037665 0.729328 104 16 12 0
9775 2.598603 3.239241 0.584330 2 6 5 0
9776 2.628979 3.186741 0.600041 153 158 78 0
9777 2.620797 3.183891 0.573534 3 4 6 0
9778 2.222480 4.085299 -0.107851 220 212 23 0
9779 2.287729 4.024032 -0.067724 216 212 19 0
9780 2.269343 4.001934 -0.163114 222 211 21 0
9781 2.402081 3.863236 0.623760 208 202 16 0
9782 2.418707 3.881213 0.533677 208 203 13 0
9783 2.460698 3.838812 0.325042 212 208 15 0
9784 2.435489 3.886755 0.296661 214 210 15 0
9785 2.460393 3.426562 0.848245 187 182 18 0
9786 2.435324 3.386208 0.903752 185 180 26 0
9787 2.483842 3.319818 0.864034 187 182 28 0
9788 2.004984 4.325050 0.043220 220 218 35 0
9789 2.045259 4.327699 0.153136 224 219 31 0
9790 2.077648 4.281717 0.062147 223 219 36 0
9791 2.238819 4.099842 -0.034298 216 211 21 0
9792 2.072908 4.188923 -0.164490 234 223 37 0
9793 2.646686 3.157802 0.202483 200 200 14 0
9794 2.650441 3.122686 0.236257 201 197 27 0
9795 2.678299 3.116664 0.199685 210 205 17 0
9796 2.410211 3.787993 0.700258 204 197 18 0
9797 2.379521 3.810492 0.754641 200 193 16 0
9798 2.719062 3.042048 0.254051 222 214 15 0
9799 2.420493 3.503583 0.878124 184 177 24 0
9800 2.400913 3.479969 0.914583 182 177 23 0
9801 2.108652 4.189812 -0.110813 225 216 27 0
9802 2.256682 3.924198 0.862866 200 195 29 0
9803 2.238984 3.908374 0.897486 196 192 31 0
9804 2.234950 4.159053 0.228563 217 212 22 0
9805 2.211379 4.172907 0.123649 218 212 26 0
9806 2.528448 3.332174 0.758571 191 188 23 0
9807 2.572636 3.241176 0.732099 197 194 29 0
9808 2.546991 3.318040 0.714854 194 191 18 0
9809 1.945268 4.273116 -0.207354 225 214 26 0
9810 2.616989 3.194269 0.193882 152 154 55 0
9811 2.639122 3.211305 0.145189 204 200 17 0
9812 2.606916 3.257375 0.168551 139 144 54 0
9813 2.521852 3.667751 0.254513 201 198 21 0
9814 2.535114 3.612584 0.281918 192 189 24 0
9815 2.543453 3.568640 0.303833 176 177 39 0
9816 2.516536 3.497588 0.633284 189 183 25 0
9817 2.528788 3.494721 0.585402 119 123 29 0
9818 2.612946 3.119583 0.262616 146 147 69 0
9819 2.624326 3.093956 0.300591 198 195 64 0
9820 2.640699 3.181765 0.177866 202 199 26 0
9821 2.321016 3.522100 0.991073 176 170 24 0
9822 2.338592 3.570226 0.952296 182 176 28 0
9823 2.572627 3.373521 0.520527 0 7 0 0
9824 2.586133 3.374654 0.486622 0 5 0 0
9825 2.589148 3.335956 0.439550 4 9 5 0
9826 2.719420 2.959049 0.593349 96 57 18 0
9827 2.699770 3.001442 0.634251 64 0 5 0
9828 2.643069 3.131086 0.419726 3 10 3 0
9829 2.625502 3.160015 0.377429 2 7 1 0
9830 2.628500 3.184989 0.424458 1 6 0 0
9831 2.574161 3.424950 0.162138 176 178 32 0
9832 2.571956 3.450934 0.201698 79 84 18 0
9833 2.573917 3.411260 0.206134 1 3 0 0
9834 2.661821 3.120864 0.465700 12 14 3 0
9835 2.678953 3.093564 0.425965 206 207 43 0
9836 2.617643 3.204595 0.377168 0 6 0 0
9837 2.614671 3.187386 0.337616 2 7 1 0
9838 2.299964 3.728495 0.933440 185 180 24 0
9839 2.395998 3.863733 -0.062731 215 211 15 0
9840 2.341947 3.935944 -0.088889 218 211 17 0
9841 2.357091 3.880394 -0.171348 226 213 20 0
9842 2.315884 3.945486 -0.149250 223 210 18 0
9843 2.589619 3.295942 0.552742 1 6 2 0
9844 2.570379 3.354281 0.554869 1 6 0 0
9845 2.511160 3.680255 0.067262 204 198 12 0
9846 2.536291 3.611748 0.123902 203 197 15 0
9847 2.537153 3.592534 0.011676 201 194 15 0
9848 2.681811 3.084005 0.380157 218 217 28 0
9849 2.674003 3.085208 0.359880 212 214 27 0
9850 2.288034 4.100470 0.292601 218 214 21 0
9851 2.275391 4.103842 0.215989 216 210 24 0
9852 2.314986 3.637070 0.957455 180 175 23 0
9853 2.696354 3.053725 0.579311 187 183 34 0
9854 2.496556 3.744563 0.230567 206 200 14 0
9855 2.406577 3.926368 0.243559 212 210 14 0
9856 2.371687 3.991983 0.289429 214 210 15 0
9857 2.398299 3.961345 0.339777 215 211 16 0
9858 2.107990 4.276340 0.143499 222 217 27 0
9859 2.205053 3.878712 0.957629 182 182 26 0
9860 2.438182 3.830812 0.061877 211 206 18 0
9861 2.340674 4.039865 0.502891 213 208 20 0
9862 2.495283 3.555735 0.661874 191 187 17 0
9863 2.603343 3.281277 0.198265 14 17 10 0
9864 2.603910 3.233055 0.220076 10 11 3 0
9865 2.557700 3.482243 0.362572 148 150 147 0
9866 2.354399 3.988471 0.172707 213 207 23 0
9867 2.336318 4.037077 0.275286 214 210 17 0
9868 2.469064 3.677842 0.630844 198 195 18 0
9869 2.576609 3.398869 0.310124 169 176 169 0
9870 2.579433 3.345262 0.342923 183 189 185 0
9871 2.582247 3.360450 0.291485 179 186 179 0
9872 2.557204 3.508960 0.247637 120 124 37 0
9873 2.551653 3.558724 0.250766 185 186 33 0
9874 2.552028 3.531633 0.285081 95 99 25 0
9875 2.757272 2.990776 0.258626 214 210 17 0
9876 2.735392 3.016656 0.304486 219 215 20 0
9877 2.753621 2.990863 0.350103 211 205 23 0
9878 2.593436 3.328662 0.211789 5 10 4 0
9879 2.596485 3.315801 0.176629 19 20 4 0
9880 2.599004 3.346351 0.185412 10 12 9 0
9881 2.597435 3.064294 0.818330 104 15 7 0
9882 2.616161 3.064068 0.783614 111 23 22 0
9883 2.602698 3.072869 0.803508 107 18 14 0
9884 2.593218 3.086915 0.798384 82 14 13 0
9885 2.526104 3.225927 0.840115 183 177 27 0
9886 2.552010 3.234283 0.782848 193 184 27 0
9887 2.434757 3.558062 0.832333 183 178 22 0
9888 2.450799 3.775811 -0.059419 213 205 16 0
9889 2.480618 3.737627 0.011581 210 202 16 0
9890 2.478413 3.713708 -0.077518 217 212 34 0
9891 2.688538 3.070290 0.340936 226 223 24 0
9892 2.660506 3.132881 0.514968 91 93 54 0
9893 2.684782 3.114887 0.536596 208 209 27 0
9894 2.524884 3.449828 0.600424 19 18 0 0
9895 2.660863 3.148609 0.576766 207 210 33 0
9896 2.635201 3.167187 0.536604 15 17 16 0
9897 2.640682 3.164974 0.569996 71 73 24 0
9898 2.549161 3.325839 0.628213 4 6 5 0
9899 2.572862 3.281852 0.618610 8 13 16 0
9900 2.565386 3.329673 0.595893 0 4 3 0
9901 2.439445 3.737191 0.672304 203 196 17 0
9902 2.442748 3.786668 0.583912 204 197 18 0
9903 2.382231 3.730787 0.823707 193 189 20 0
9904 2.404093 3.646010 0.834703 185 182 27 0
9905 2.475207 3.718291 0.541589 201 195 19 0
9906 2.465038 3.638403 0.696686 193 187 13 0
9907 2.563634 3.297824 0.651173 122 126 49 0
9908 2.707787 2.958735 0.640726 103 20 16 0
9909 2.711891 3.043233 0.305506 225 222 21 0
9910 2.594464 3.302591 0.338845 69 71 68 0
9911 2.673376 3.045969 0.666039 58 3 0 0
9912 2.648629 3.169653 0.631088 204 203 25 0
9913 2.395293 3.593745 0.876765 180 175 23 0
9914 2.640551 3.104247 0.688198 171 163 38 0
9915 2.618828 3.183281 0.699256 186 181 19 0
9916 2.581306 3.417744 0.114918 194 190 21 0
9917 2.280410 4.119945 0.378031 216 212 17 0
9918 2.298630 4.098831 0.454024 212 207 19 0
9919 2.340073 4.045878 0.359357 214 210 15 0
9920 2.672670 3.115418 0.627437 187 183 22 0
9921 2.613808 3.027714 0.791535 104 13 8 0
9922 2.603500 3.322842 0.136153 184 182 35 0
9923 2.592442 3.349192 0.166468 106 111 45 0
9924 2.337415 3.827832 0.821903 198 196 25 0
9925 2.283059 3.927858 0.820831 201 197 27 0
9926 2.564393 3.453836 0.265753 170 175 171 0
9927 2.570902 3.402616 0.251864 166 171 164 0
9928 2.394517 3.805368 -0.232292 214 206 17 0
9929 2.545318 3.350116 0.651557 170 173 60 0
9930 2.601051 3.288370 0.414376 0 5 1 0
9931 2.564288 3.488369 0.203694 169 166 35 0
9932 2.576914 3.388587 0.369683 174 184 176 0
9933 2.554502 3.531180 0.329338 0 0 2 0
9934 2.554163 3.488691 0.304268 106 108 107 0
9935 2.737736 3.012709 0.433276 207 206 20 0
9936 2.720108 3.034188 0.491606 201 198 31 0
9937 2.599204 3.359814 0.091704 190 188 17 0
9938 2.584513 3.378958 0.143786 181 180 36 0
9939 2.546364 3.339598 0.681829 190 187 22 0
9940 2.537345 3.399802 0.662928 186 186 28 0
9941 2.650677 3.151345 0.665621 180 182 23 0
9942 2.642146 3.156652 0.475721 3 5 4 0
9943 2.606480 3.281024 0.308869 2 0 1 0
9944 2.564410 3.426405 0.388871 182 188 186 0
9945 2.305375 4.065039 0.214734 217 211 25 0
9946 2.289524 4.075958 0.173971 212 206 24 0
9947 2.286405 4.085926 0.187713 217 211 29 0
9948 2.699500 3.064582 0.388540 223 218 30 0
9949 2.453597 3.804558 0.505984 205 199 13 0
9950 2.447000 3.859124 0.433755 209 204 16 0
9951 2.586865 3.381686 0.186379 6 6 0 0
9952 2.722487 3.032681 0.366319 223 221 25 0
9953 2.682508 3.034084 0.624422 165 151 46 0
9954 2.512031 3.637079 -0.075775 206 204 33 0
9955 2.712849 3.039870 0.531951 197 194 31 0
9956 2.227465 4.182536 0.429625 219 212 20 0
9957 2.208016 4.191450 0.554241 215 210 20 0
9958 2.687092 3.100622 0.569943 201 199 29 0
9959 2.529006 3.567525 0.455139 154 153 37 0
9960 2.537720 3.373033 0.629023 15 14 0 0
9961 2.529093 3.417709 0.632029 119 120 52 0
9962 2.505025 3.332932 0.815655 192 189 24 0
9963 2.751643 2.952130 0.498455 185 185 29 0
9964 2.606219 3.278689 0.225600 5 6 1 0
9965 2.544298 3.532983 0.467086 1 1 3 0
9966 2.387929 3.914604 0.068935 217 212 24 0
9967 2.543366 3.564022 0.338923 135 139 52 0
9968 2.511979 3.665268 0.427063 196 193 16 0
9969 2.673960 3.069697 0.638791 167 168 32 0
9970 2.625494 3.193877 0.665516 202 200 27 0
9971 2.407814 3.901211 0.156204 215 210 20 0
9972 2.627873 3.122224 0.373839 9 14 10 0
9973 2.541240 3.391428 0.594342 2 4 1 0
9974 2.354913 3.675724 0.892145 183 178 24 0
9975 2.763259 2.961358 0.422210 196 191 25 0
9976 2.232327 4.173561 0.330314 219 215 20 0
9977 2.600834 3.228733 0.635680 206 206 92 0
9978 1.923118 4.299092 -0.150304 226 216 31 0
9979 2.586630 3.250735 0.682726 197 194 27 0
9980 2.624230 3.264755 0.123353 195 193 20 0
9981 2.071340 4.166947 -0.260255 221 215 15 0
9982 2.290073 4.023335 0.702524 211 202 21 0
9983 2.482213 3.229552 0.903856 170 169 29 0
9984 2.530008 3.145045 0.862021 164 164 34 0
9985 2.478753 3.792385 0.356011 208 202 18 0
9986 2.568924 3.436975 0.337041 188 195 188 0
9987 2.558389 3.518728 0.025209 200 193 14 0
9988 2.000130 4.296478 -0.044101 223 217 35 0
9989 1.868683 4.328457 -0.169675 225 216 27 0
9990 1.908444 4.324022 -0.107162 227 218 37 0
9991 2.642390 3.171561 0.583197 170 175 81 0
9992 2.557003 3.517456 0.410542 6 13 5 0
9993 2.180759 4.231682 0.372977 220 217 18 0
9994 2.539732 3.536730 0.507561 6 8 0 0
9995 2.548002 3.495096 0.500930 2 7 3 0
9996 1.962487 4.298813 -0.093865 224 218 34 0
9997 2.144082 4.135124 -0.164665 225 216 27 0
9998 1.901525 4.304390 -0.195285 226 217 24 0
9999 2.091155 4.306560 0.243908 222 217 29 0
10000 2.211989 4.054931 -0.194448 223 214 21 0
10001 2.703691 2.904640 0.650616 104 17 10 0
10002 2.305732 4.053642 0.159759 213 207 25 0
10003 2.581663 3.432609 -0.002536 201 194 15 0
10004 1.931283 4.371077 0.058269 222 217 37 0
10005 2.557387 3.429063 0.430096 45 50 46 0
10006 1.985927 4.358320 0.123579 224 219 31 0
10007 2.109759 4.235995 -0.002562 223 219 36 0
10008 2.565273 3.089835 0.837535 67 6 11 0
10009 2.279512 4.110430 0.531594 213 207 23 0
10010 2.242104 4.141982 0.588896 214 208 22 0
10011 2.577089 3.375516 0.222080 5 7 4 0
10012 2.590377 3.401919 0.056997 198 194 9 0
10013 2.294805 3.951072 -0.194170 224 211 19 0
10014 2.260081 3.977588 -0.248727 224 210 23 0
10015 2.382074 3.436705 0.953089 177 172 20 0
10016 0.377578 1.926316 -0.359610 45 31 22 0
10017 0.402168 1.934559 -0.424440 43 29 20 0
10018 0.386483 1.878800 -0.415796 53 39 28 0
10019 0.981139 1.379237 -1.101424 152 149 70 0
10020 0.964591 1.503575 -1.108988 159 154 70 0
10021 1.053986 1.431398 -1.138005 162 159 78 0
10022 0.298448 1.810858 -0.254574 110 107 26 0
10023 0.286858 1.751996 -0.267034 109 106 25 0
10024 0.285298 1.799487 -0.200992 105 99 25 0
10025 0.534635 1.038633 -0.736734 141 138 83 0
10026 0.338217 0.963685 -0.351968 144 141 90 0
10027 0.356429 1.043312 -0.496146 146 144 87 0
10028 0.284471 1.159144 -0.466075 123 121 62 0
10029 0.306978 1.172590 -0.544691 129 126 71 0
10030 0.316869 1.101468 -0.515055 145 142 87 0
10031 0.870622 1.829976 -1.032603 145 144 51 0
10032 0.804728 1.782277 -1.005616 145 143 56 0
10033 0.817450 1.841173 -0.997303 146 145 55 0
10034 1.459439 2.114098 -1.157689 153 150 33 0
10035 1.538526 2.069161 -1.161750 154 153 37 0
10036 1.455265 2.019371 -1.160434 160 158 45 0
10037 0.862622 1.724034 -1.051485 147 146 56 0
10038 0.443140 2.421399 -0.304704 105 100 18 0
10039 0.461091 2.433895 -0.391197 104 101 24 0
10040 0.458180 2.307222 -0.360873 105 98 18 0
10041 0.453074 2.024773 -0.463008 43 28 23 0
10042 0.487049 2.048640 -0.511265 56 43 24 0
10043 0.451976 1.994658 -0.494003 51 34 24 0
10044 0.399946 2.197977 -0.089203 93 89 26 0
10045 0.407649 2.240605 -0.082738 99 92 14 0
10046 0.401575 2.209924 -0.114891 97 94 17 0
10047 0.428667 1.990336 -0.436596 50 33 25 0
10048 0.439411 2.032136 -0.422619 51 38 21 0
10049 1.185826 1.517874 -1.186593 177 173 82 0
10050 1.135338 1.456494 -1.169941 168 166 83 0
10051 1.060800 1.579097 -1.148540 167 166 76 0
10052 0.325670 1.844912 -0.240178 55 43 17 0
10053 0.322498 1.831179 -0.279112 106 99 47 0
10054 0.342923 1.753669 -0.447942 116 115 33 0
10055 0.372951 1.752214 -0.521460 119 117 40 0
10056 0.354930 1.676988 -0.517452 118 117 35 0
10057 0.373778 2.140850 -0.135726 27 10 16 0
10058 0.367191 2.155393 -0.096531 24 8 11 0
10059 0.386997 2.178572 -0.132345 59 49 22 0
10060 0.318071 1.258342 -0.578919 66 60 28 0
10061 0.330131 1.287220 -0.603692 66 55 33 0
10062 0.336440 1.212508 -0.616292 119 115 68 0
10063 0.385037 2.092122 -0.236684 54 40 29 0
10064 0.396992 2.099537 -0.260621 44 29 22 0
10065 0.400774 2.070137 -0.282362 55 42 26 0
10066 0.344561 2.030812 -0.128842 39 29 17 0
10067 0.325356 2.005446 -0.039831 39 27 13 0
10068 0.350120 2.091739 -0.040850 32 20 8 0
10069 0.378170 2.184201 -0.079670 23 15 2 0
10070 0.397837 1.988541 -0.378336 43 29 18 0
10071 0.384139 2.006082 -0.308451 48 34 23 0
10072 0.367165 2.042889 -0.217976 40 30 18 0
10073 0.273918 1.222267 -0.455706 87 82 40 0
10074 0.298151 1.216751 -0.513164 93 89 44 0
10075 0.314925 1.929627 -0.064212 31 18 10 0
10076 0.328345 1.956413 -0.122080 32 22 12 0
10077 0.320589 1.908174 -0.117122 32 19 10 0
10078 0.417574 1.822639 -0.544264 112 108 47 0
10079 0.431995 1.870277 -0.522453 51 37 26 0
10080 0.457962 1.851142 -0.564881 46 36 27 0
10081 1.494870 1.935387 -1.172537 163 161 50 0
10082 1.525725 1.858340 -1.185878 163 162 46 0
10083 1.407949 1.889439 -1.174550 170 167 64 0
10084 1.067118 2.253467 -1.046797 148 143 43 0
10085 1.024647 2.143734 -1.040680 146 141 37 0
10086 0.982864 2.236797 -1.011140 144 140 41 0
10087 0.571529 2.043124 -0.680975 121 120 27 0
10088 0.534016 2.085003 -0.595588 113 108 26 0
10089 0.579328 2.144963 -0.662571 120 119 29 0
10090 1.029256 1.695897 -1.130493 152 148 51 0
10091 0.961655 1.799826 -1.085051 150 145 51 0
10092 1.071283 1.803469 -1.125413 152 145 41 0
10093 1.247023 0.718618 -0.985740 156 154 97 0
10094 1.462402 0.603300 -0.974325 157 156 99 0
10095 1.204230 0.655217 -0.823036 151 150 94 0
10096 0.356638 1.328732 -0.622636 35 22 14 0
10097 0.355218 1.366655 -0.594769 38 29 12 0
10098 0.385098 1.378436 -0.650598 124 120 47 0
10099 0.274337 1.739736 -0.182484 111 105 29 0
10100 0.658467 2.060020 -0.795396 126 125 33 0
10101 0.702811 2.151358 -0.822452 124 122 35 0
10102 0.712222 2.042262 -0.856148 131 130 38 0
10103 0.695718 0.929510 -0.794167 145 142 87 0
10104 0.811525 0.973662 -0.881183 148 146 87 0
10105 0.344108 1.961798 -0.195694 35 22 13 0
10106 0.415186 2.183704 -0.191494 100 92 17 0
10107 0.405749 2.154251 -0.231909 72 62 27 0
10108 0.376314 2.131683 -0.190701 27 13 10 0
10109 0.399963 2.111040 -0.287991 25 15 13 0
10110 0.408111 2.093464 -0.325687 29 18 16 0
10111 0.366581 2.171470 -0.042114 21 7 7 0
10112 0.365300 2.136859 -0.049634 39 26 17 0
10113 0.367583 2.160447 0.015563 22 10 10 0
10114 0.303275 1.289128 -0.530113 69 54 33 0
10115 0.329852 1.330231 -0.582047 64 53 31 0
10116 0.684042 1.899486 -0.876024 136 134 47 0
10117 0.643523 1.738743 -0.894480 139 136 55 0
10118 0.603317 1.790372 -0.837126 136 135 45 0
10119 0.375521 1.204430 -0.685828 113 112 48 0
