# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR
3462 1.769720 4.808126 1.013301 166 165 12 0
3463 1.805551 4.833884 0.997320 189 186 29 0
3464 1.651657 4.579981 1.157741 88 83 1 0
3465 1.722274 4.772495 1.438073 81 80 0 0
3466 1.698067 4.677009 1.355580 82 79 0 0
3467 1.715965 4.622496 1.359274 84 81 0 0
3468 1.609299 4.480688 0.913494 108 100 2 0
3469 1.814657 4.870177 1.043094 184 181 24 0
3470 1.751360 4.816326 1.059093 151 149 14 0
3471 1.641854 4.594716 0.925161 134 130 5 0
3472 1.672335 4.768164 1.233316 104 100 1 0
3473 1.632521 4.528038 0.899464 114 110 3 0
3474 1.784159 4.932969 1.187978 147 140 7 0
3475 1.755761 4.664462 0.843234 186 183 28 0
3476 1.712453 4.767093 1.035949 153 153 23 0
3477 1.667926 4.576043 1.211079 87 80 0 0
3478 1.687340 4.802828 1.214102 102 96 2 0
3479 1.785422 4.842127 1.034014 178 176 29 0
3480 1.646690 4.653534 1.146274 90 85 1 0
3481 1.643222 4.499562 1.112857 88 83 2 0
3482 1.665338 4.510184 1.174028 87 82 1 0
3483 2.243681 0.721084 -1.568519 176 174 97 0
3484 2.401549 0.713007 -1.571673 162 161 107 0
3485 2.290448 0.558110 -1.481616 162 158 97 0
3486 2.674988 0.863529 -1.151084 185 181 48 0
3487 2.673507 0.898532 -1.201790 195 188 55 0
3488 2.660872 0.918278 -1.176441 205 198 56 0
3489 2.473891 0.820099 -1.582304 156 154 80 0
3490 2.515046 0.858675 -1.563107 166 170 76 0
3491 2.555226 0.812361 -1.538534 159 158 91 0
3492 2.451906 0.484566 -1.076790 164 160 97 0
3493 2.494142 0.507483 -1.339189 170 168 120 0
3494 2.601688 0.587415 -1.143120 143 138 98 0
3495 2.610541 0.963093 -1.381451 204 200 39 0
3496 2.615133 0.941082 -1.402129 187 182 28 0
3497 2.591466 0.970421 -1.423129 199 194 40 0
3498 2.648280 0.913389 -1.127862 201 194 43 0
3499 2.642425 0.948514 -1.174786 206 200 44 0
3500 2.330540 0.538443 -0.930198 160 156 92 0
3501 2.076516 0.562737 -0.872739 157 155 94 0
3502 1.929531 0.541571 -1.170237 162 158 97 0
3503 2.522714 0.590029 -0.939487 159 156 75 0
3504 2.479511 0.601914 -0.850083 162 156 78 0
3505 2.418210 0.669812 -0.683780 150 148 65 0
3506 2.173038 0.626069 -0.518088 160 158 101 0
3507 2.269979 0.583825 -0.750790 157 153 89 0
3508 2.624866 0.673943 -1.312908 156 155 111 0
3509 2.629641 0.740333 -1.393790 124 123 77 0
3510 2.667834 0.733135 -1.328218 152 148 119 0
3511 2.537057 0.892772 -1.544965 186 186 62 0
3512 2.599631 0.872922 -1.503932 176 179 72 0
3513 2.517172 0.997678 -1.494504 195 194 50 0
3514 2.467652 1.047555 -1.472371 202 198 49 0
3515 2.510959 1.035234 -1.450630 207 200 47 0
3516 2.656454 0.864618 -1.099368 198 190 47 0
3517 2.679458 0.779380 -1.159353 161 158 55 0
3518 2.668470 0.809102 -1.091822 176 169 37 0
3519 2.544194 1.047991 -1.340391 217 209 40 0
3520 2.600110 1.010539 -1.262969 213 205 34 0
3521 2.588669 1.011193 -1.331852 208 200 40 0
3522 2.611403 0.786324 -1.483847 133 134 90 0
3523 2.628657 0.908823 -1.403932 186 186 52 0
3524 2.643139 0.862753 -1.392700 173 175 52 0
3525 2.627663 0.886890 -1.427817 191 193 60 0
3526 2.638495 0.836159 -1.443188 137 139 64 0
3527 2.616213 0.891727 -1.460807 184 189 60 0
3528 2.679650 0.717172 -1.207741 135 131 93 0
3529 2.658650 0.680016 -1.145760 147 144 99 0
3530 2.633911 0.645152 -1.235756 132 128 90 0
3531 2.684852 0.786656 -1.236575 163 160 57 0
3532 2.657473 0.908048 -1.326397 180 182 46 0
3533 2.682464 0.852802 -1.289233 184 184 60 0
3534 2.659486 0.858205 -1.351196 190 188 65 0
3535 2.641536 0.918966 -1.371761 188 185 44 0
3536 2.685340 0.848088 -1.212124 185 184 58 0
3537 1.594651 0.569464 -0.579990 155 153 94 0
3538 2.625842 0.962099 -1.338448 198 195 42 0
3539 2.561151 0.706977 -1.472937 149 147 106 0
3540 2.675798 0.899351 -1.242849 192 188 55 0
3541 2.671564 0.799256 -1.341916 168 166 92 0
3542 2.682395 0.783231 -1.292230 148 146 85 0
3543 2.480757 0.674457 -0.798811 158 152 58 0
3544 2.470850 0.647339 -1.500690 167 166 118 0
3545 2.577280 0.732255 -0.927863 177 167 43 0
3546 2.578387 0.666518 -0.951521 159 154 62 0
3547 2.621668 0.707961 -1.005433 159 155 47 0
3548 2.608998 0.929266 -1.437881 186 188 43 0
3549 2.520423 0.746624 -0.857629 175 167 34 0
3550 2.535524 0.674038 -0.887213 169 164 60 0
3551 2.673960 0.714427 -1.270080 157 158 116 0
3552 2.649204 0.845387 -1.373112 187 192 74 0
3553 1.651274 0.613295 -0.117941 165 162 119 0
3554 2.471015 0.890629 -1.571499 180 181 64 0
3555 2.397976 0.895552 -1.583445 181 175 61 0
3556 2.424501 0.941822 -1.562236 189 183 59 0
3557 2.650650 0.951111 -1.229395 201 193 48 0
3558 2.625825 0.978647 -1.290932 199 193 43 0
3559 2.657726 0.930320 -1.285259 195 191 55 0
3560 2.551653 1.006086 -1.443868 208 201 48 0
3561 2.655391 0.737850 -1.083125 153 150 55 0
3562 2.653753 0.817842 -1.377817 178 179 85 0
3563 2.651783 0.810950 -1.405640 135 136 70 0
3564 2.425695 0.861159 -1.590730 171 170 77 0
3565 2.584966 0.608249 -1.019419 157 152 84 0
3566 2.634234 0.663469 -1.074089 144 140 76 0
3567 2.578152 1.001913 -1.388317 197 188 33 0
3568 2.560280 1.028246 -1.366986 215 206 49 0
3569 2.554921 0.937500 -1.510406 188 185 52 0
3570 2.592434 0.919436 -1.479925 188 190 54 0
3571 2.640394 0.836838 -1.039513 200 191 36 0
3572 2.648942 0.776051 -1.031487 161 153 29 0
3573 2.413975 0.994750 -1.542665 187 183 60 0
3574 2.486256 0.959511 -1.540364 185 185 51 0
3575 2.604955 0.881828 -1.023218 198 190 17 0
3576 2.635401 0.886760 -1.073244 200 190 30 0
3577 2.611473 0.759704 -0.981644 175 166 39 0
3578 2.537702 1.035949 -1.404734 215 203 41 0
3579 2.354216 0.825589 -1.606999 183 180 87 0
3580 2.570762 0.964827 -1.469451 195 193 46 0
3581 2.587292 0.787736 -0.951974 190 180 31 0
3582 2.621773 0.799212 -0.995900 178 169 28 0
3583 2.598734 0.833518 -0.980398 194 185 28 0
3584 2.464315 1.014704 -1.513866 196 190 50 0
3585 2.551636 0.778909 -0.903586 184 174 27 0
3586 2.489463 1.066125 -1.409718 208 200 40 0
3587 2.425922 1.036524 -1.502982 191 187 62 0
3588 2.364977 0.947416 -1.570192 178 172 52 0
3589 2.504503 0.733127 -1.547544 159 157 106 0
3590 2.557840 1.039338 -1.259545 207 200 49 0
3591 2.554119 0.824421 -0.926878 191 183 20 0
3592 2.526479 5.199794 1.800523 2 4 3 0
3593 2.512720 5.276214 1.803268 5 5 5 0
3594 2.510916 5.277957 1.844389 4 4 4 0
3595 2.474100 5.107462 1.988410 46 50 36 0
3596 2.477481 5.031983 1.918439 66 64 51 0
3597 2.496451 5.099280 1.935936 27 28 23 0
3598 2.459147 5.441140 1.935718 9 9 9 0
3599 2.467329 5.433463 1.888054 6 6 6 0
3600 2.453126 5.462123 1.908636 8 8 8 0
3601 2.495492 5.229281 1.974608 5 7 6 0
3602 2.470275 5.261679 2.028877 4 8 9 0
3603 2.484748 5.199663 2.005899 8 10 9 0
3604 2.454712 5.233839 2.059349 25 30 26 0
3605 2.502490 5.303523 1.893909 5 5 5 0
3606 2.502716 5.262533 1.933548 5 5 5 0
3607 2.517181 5.225665 1.873528 5 5 5 0
3608 2.479198 5.305632 1.996131 9 11 10 0
3609 2.494151 5.345933 1.811764 4 4 4 0
3610 2.482953 5.388430 1.861520 6 6 6 0
3611 2.497253 5.338334 1.857599 6 6 6 0
3612 2.455653 4.843321 1.612044 134 128 44 0
3613 2.397218 4.780346 1.639170 123 114 45 0
3614 2.390587 4.735462 1.528296 128 124 37 0
3615 2.473429 5.413142 1.844938 7 5 6 0
3616 2.453910 5.460929 1.868840 6 6 6 0
3617 2.439942 5.419652 2.017933 14 16 15 0
3618 2.455348 5.423538 1.978843 10 12 11 0
3619 2.430819 5.466079 1.994432 11 11 11 0
3620 2.503814 5.174890 1.954278 4 6 5 0
3621 2.527742 5.151728 1.849356 5 5 5 0
3622 2.513905 5.189407 1.915633 4 4 4 0
3623 2.414707 4.760653 1.447754 134 128 40 0
3624 2.451340 4.820038 1.442665 134 125 30 0
3625 2.447732 4.815724 1.515504 132 126 40 0
3626 2.463792 5.165348 2.035369 36 35 40 0
3627 2.534844 5.110869 1.778234 3 5 2 0
3628 2.531263 5.147502 1.758593 3 6 0 0
3629 2.445397 4.871310 1.710310 128 124 50 0
3630 2.444979 5.117239 2.034228 53 56 49 0
3631 2.397776 5.084501 2.054496 55 55 47 0
3632 2.438347 5.051868 1.997055 72 73 67 0
3633 2.384357 5.156678 2.089795 32 33 28 0
3634 2.343707 5.090209 2.078720 30 31 25 0
3635 2.493148 5.146152 1.974930 17 19 18 0
3636 2.426680 5.147302 2.067479 74 75 67 0
3637 2.332640 5.137333 2.092471 27 27 27 0
3638 2.302168 5.091141 2.083809 27 28 20 0
3639 2.427786 5.200491 2.080559 56 55 53 0
3640 2.448412 5.366942 2.036772 12 14 13 0
3641 2.424440 5.362724 2.083888 25 27 24 0
3642 2.453117 5.320157 2.048719 11 13 12 0
3643 2.338906 4.691535 1.584674 128 124 63 0
3644 2.298839 4.612484 1.483158 127 121 59 0
3645 2.334427 4.736620 1.677563 121 118 67 0
3646 2.381455 4.817554 1.730970 126 122 51 0
3647 2.273482 4.787004 1.816356 116 115 67 0
3648 2.391258 5.222249 2.098117 43 46 39 0
3649 2.422314 5.261348 2.094893 41 44 37 0
3650 2.378893 5.278610 2.102849 35 37 32 0
3651 2.414350 5.314877 2.102857 31 37 35 0
3652 2.442608 5.295323 2.073727 20 22 21 0
3653 2.314751 5.233342 2.093203 30 31 25 0
3654 2.348909 5.197903 2.099084 40 41 36 0
3655 2.504354 5.310755 1.830891 5 5 5 0
3656 2.391066 5.340164 2.103790 27 29 26 0
3657 2.349414 5.320462 2.091381 25 25 23 0
3658 2.483467 5.383202 1.906448 7 7 7 0
3659 2.419953 5.414563 2.061476 18 18 18 0
3660 2.407762 5.406816 2.090057 24 24 24 0
3661 2.390735 5.443013 2.085395 17 19 16 0
3662 2.380488 5.389981 2.093621 22 22 20 0
3663 2.412746 5.455169 2.046819 19 21 20 0
3664 2.403893 5.487384 2.030089 12 14 13 0
3665 2.402795 5.505596 1.993796 9 11 10 0
3666 2.436579 5.488525 1.934115 9 9 9 0
3667 2.397959 5.515442 1.937112 7 9 8 0
3668 2.520004 4.967388 1.672073 142 137 46 0
3669 2.534286 5.020063 1.734787 153 144 51 0
3670 2.509992 4.985835 1.748685 143 136 48 0
3671 2.369813 5.518100 1.920408 7 9 8 0
3672 2.381830 5.517630 1.880002 7 9 6 0
3673 2.487354 5.338578 1.946375 10 12 11 0
3674 2.349153 5.531214 1.887940 8 10 9 0
3675 2.513033 5.127539 1.907241 6 6 6 0
3676 2.466606 5.377311 1.989500 8 10 9 0
3677 2.312564 5.040000 2.065859 33 35 24 0
3678 2.348430 5.032515 2.050653 63 63 51 0
3679 2.268210 5.031504 2.058609 48 49 35 0
3680 2.526923 5.089407 1.831414 5 7 4 0
3681 2.297663 4.959075 2.011066 61 62 48 0
3682 2.528701 5.060878 1.774147 128 128 54 0
3683 2.508798 5.067475 1.872735 30 32 27 0
3684 2.519612 5.040061 1.798589 89 90 58 0
3685 2.539933 5.058892 1.726395 163 160 53 0
3686 2.545266 5.098557 1.727859 161 157 49 0
3687 2.538051 5.014896 1.673529 149 144 42 0
3688 2.498908 5.002478 1.825776 50 49 31 0
3689 2.472427 5.396595 1.948946 7 9 8 0
3690 2.435341 4.920063 1.819981 126 123 80 0
3691 2.513574 5.260747 1.754854 2 2 2 0
3692 2.486317 4.945917 1.764631 135 130 48 0
3693 2.420475 5.498546 1.883078 7 7 7 0
3694 2.491519 4.926799 1.691984 136 130 46 0
3695 2.493645 4.910260 1.629916 141 134 53 0
3696 2.488399 4.882524 1.554437 138 131 40 0
3697 2.358912 4.677968 1.427068 129 124 33 0
3698 2.422758 4.779022 1.367901 134 130 31 0
3699 2.361230 4.676190 1.342683 129 124 24 0
3700 2.393698 4.728255 1.399445 129 124 32 0
3701 2.534914 5.118424 1.749408 128 127 79 0
3702 2.291075 4.647470 1.603914 132 128 91 0
3703 2.409496 4.776721 1.297084 146 142 34 0
3704 2.375312 4.713677 1.272981 140 136 29 0
3705 2.410664 4.955729 1.919545 106 105 75 0
3706 2.371190 4.979657 1.989047 68 70 59 0
3707 1.875532 1.359753 1.589763 138 137 45 0
3708 1.743405 1.420645 1.584177 136 135 43 0
3709 1.817036 1.313753 1.599043 141 139 52 0
3710 2.086641 0.735462 1.435389 164 162 113 0
3711 2.283826 0.679920 1.286052 162 160 111 0
3712 2.103903 0.826408 1.506433 157 155 104 0
3713 1.938628 0.939644 1.597762 146 145 88 0
3714 2.059010 0.934232 1.577381 150 148 89 0
3715 1.784508 0.629668 0.994828 166 164 116 0
3716 1.492883 0.700389 1.432174 134 133 77 0
3717 1.314721 0.621215 1.291568 167 164 119 0
3718 1.777458 1.854383 1.484396 142 140 29 0
3719 1.830726 1.713403 1.519024 153 153 57 0
3720 1.897308 1.805508 1.487611 148 146 43 0
3721 1.913489 1.593771 1.538787 151 151 55 0
3722 2.041626 1.571629 1.524348 160 165 65 0
3723 1.940241 1.689884 1.514876 154 156 59 0
3724 1.767995 0.735026 1.492369 148 146 89 0
3725 1.727824 0.807325 1.535868 145 145 85 0
3726 1.622440 0.921624 1.569233 136 135 71 0
3727 1.694084 0.873471 1.571830 141 139 82 0
3728 1.749042 0.945473 1.597570 136 134 73 0
3729 1.791296 1.585171 1.547762 139 137 36 0
3730 1.854052 2.065772 1.418380 153 151 40 0
3731 1.902989 2.012765 1.420358 140 136 29 0
3732 1.910500 2.071671 1.405815 154 153 45 0
3733 2.041922 1.007951 1.599801 143 142 75 0
3734 1.939387 1.024804 1.609317 144 144 72 0
3735 1.844920 1.004649 1.612332 138 135 66 0
3736 1.859952 1.092371 1.615922 139 138 58 0
3737 1.721751 1.056078 1.607713 132 131 51 0
3738 1.183142 0.675947 1.353636 139 135 100 0
3739 1.283438 0.690603 1.372589 103 103 39 0
3740 1.695731 1.748328 1.511461 140 140 40 0
3741 1.678051 1.921732 1.467064 134 130 22 0
3742 1.615617 1.867506 1.477730 132 128 29 0
3743 1.830917 0.870561 1.573468 146 143 88 0
3744 1.244322 0.810392 1.419870 97 95 36 0
3745 1.319217 0.767215 1.422153 103 102 38 0
3746 1.385032 0.864095 1.491959 112 112 48 0
3747 1.860004 1.211035 1.610179 140 139 59 0
3748 1.735440 1.167466 1.609456 134 132 49 0
3749 1.997386 1.476126 1.554402 155 156 63 0
3750 1.887278 1.506537 1.555718 148 145 52 0
3751 1.559509 1.342160 1.575315 131 129 42 0
3752 1.515025 1.259649 1.576134 134 132 49 0
3753 1.623433 1.242971 1.592752 130 128 43 0
3754 1.485006 1.015314 1.561948 124 126 51 0
3755 1.374349 1.077208 1.544094 121 121 49 0
3756 1.404690 0.977932 1.534483 117 118 50 0
3757 1.848214 1.952292 1.446848 144 140 30 0
3758 1.943395 1.957015 1.431076 151 153 44 0
3759 1.671411 1.568275 1.551727 134 130 33 0
3760 1.596838 1.457069 1.565260 127 127 29 0
3761 1.899225 1.279952 1.597788 144 144 56 0
3762 1.933897 1.299550 1.589597 135 134 44 0
3763 1.827493 1.468223 1.572257 143 140 45 0
3764 1.935971 1.414433 1.572936 144 141 48 0
3765 1.703931 1.306957 1.597692 134 132 45 0
3766 1.982311 1.782756 1.480631 159 160 58 0
3767 1.956561 1.750402 1.495297 160 160 62 0
3768 2.023083 1.699548 1.496656 168 168 72 0
3769 1.505805 1.428070 1.556328 129 129 33 0
3770 1.751665 1.512715 1.565861 136 133 28 0
3771 1.512367 1.091203 1.577128 128 129 53 0
3772 1.391524 1.176258 1.554481 124 125 49 0
3773 1.941443 0.681924 1.381102 162 158 111 0
3774 1.725515 0.620370 1.364633 163 159 112 0
3775 1.569808 0.847042 1.534500 127 128 62 0
3776 1.230536 0.892398 1.451004 102 102 40 0
3777 1.405370 1.273644 1.555622 126 128 44 0
3778 1.434953 1.385241 1.551352 129 127 40 0
3779 1.585606 1.779976 1.494835 128 128 32 0
3780 1.604846 1.684499 1.519852 129 128 36 0
3781 1.253584 0.723010 1.375168 93 93 23 0
3782 1.123670 0.739819 1.339590 88 87 20 0
3783 1.776613 2.398534 1.350839 138 135 30 0
3784 1.704097 2.307911 1.374950 130 126 35 0
3785 1.810553 2.296295 1.366820 140 137 34 0
3786 1.516741 0.935461 1.552093 124 124 54 0
3787 1.353506 0.737057 1.414450 108 106 45 0
3788 1.324070 0.950153 1.502320 109 108 43 0
3789 1.486687 1.179439 1.574174 131 130 50 0
3790 1.961624 1.333141 1.584500 141 140 48 0
3791 2.012469 1.121370 1.603121 146 145 65 0
3792 1.154979 0.690769 1.337359 95 93 32 0
3793 1.316550 1.019340 1.516942 112 114 41 0
3794 0.427743 0.642137 0.553326 169 167 128 0
3795 1.651274 0.613295 -0.117941 165 163 115 0
3796 1.403209 0.664741 0.168063 170 168 127 0
3797 1.746332 1.972717 1.451414 135 133 22 0
3798 1.612044 0.999455 1.583437 132 132 58 0
3799 1.979357 1.255066 1.594965 141 141 53 0
3800 1.618152 1.069166 1.593440 131 129 52 0
3801 1.462881 1.531825 1.531973 128 128 30 0
3802 1.565068 1.584831 1.536783 134 134 36 0
3803 1.664336 2.051620 1.437533 135 131 24 0
3804 1.053272 0.639872 1.137473 174 171 128 0
3805 1.097032 0.657901 1.309893 168 165 130 0
3806 1.609456 1.146893 1.595244 134 131 54 0
3807 1.762226 2.089822 1.425046 143 138 34 0
3808 2.030881 0.693043 0.093551 169 168 122 0
3809 1.960552 1.867968 1.459387 157 155 52 0
3810 1.500464 1.702929 1.502634 131 130 37 0
3811 1.882102 2.128075 1.390382 142 138 31 0
3812 1.947072 2.138915 1.377076 152 149 44 0
3813 1.974486 2.275460 1.337045 148 145 42 0
3814 1.887365 2.223143 1.371256 147 144 39 0
3815 1.973946 2.030062 1.407897 157 155 52 0
3816 1.674025 2.178633 1.407679 141 138 43 0
3817 1.755064 2.207292 1.395175 136 132 32 0
3818 1.822465 2.163680 1.395463 139 136 29 0
3819 2.019937 1.923693 1.427425 158 160 53 0
3820 2.058957 1.997394 1.392108 157 156 50 0
3821 1.893238 2.326759 1.345916 143 140 35 0
3822 2.147437 2.001542 1.358856 163 161 58 0
3823 2.039752 2.126411 1.358952 160 158 57 0
3824 1.849451 2.393515 1.341341 137 134 31 0
3825 2.125139 2.165109 1.312830 166 163 56 0
3826 2.064883 2.242688 1.313248 155 155 45 0
3827 1.583541 1.984768 1.448460 132 127 27 0
3828 1.247642 4.047690 0.967110 121 117 20 0
3829 1.241673 4.090954 0.911768 122 119 14 0
3830 1.180415 4.026620 0.921040 129 127 27 0
3831 1.230354 4.297654 0.610872 176 172 46 0
3832 1.195524 4.302717 0.574013 161 160 33 0
3833 1.178846 4.274057 0.597819 170 169 42 0
3834 1.569739 4.361579 0.922460 91 84 3 0
3835 1.572257 4.391563 0.881026 104 99 7 0
3836 1.548085 4.347201 0.898776 121 116 22 0
3837 1.578278 4.357082 0.971676 83 77 1 0
3838 1.545950 4.312790 0.955843 102 95 14 0
3839 1.570218 4.298682 1.007568 81 73 1 0
3840 1.682730 4.536892 0.799430 155 148 15 0
3841 1.648215 4.496120 0.823280 140 134 12 0
3842 1.658672 4.534835 0.837806 136 132 9 0
3843 1.363553 4.319291 0.720012 181 179 58 0
3844 1.303271 4.275608 0.737736 157 155 32 0
3845 1.379220 4.291973 0.782447 179 176 59 0
3846 1.472780 4.323708 0.843165 140 136 29 0
3847 1.419121 4.296068 0.832264 154 152 39 0
3848 1.440853 4.284906 0.872051 140 137 24 0
3849 1.339407 4.249571 0.817973 144 142 21 0
3850 1.383786 4.272593 0.823419 154 151 34 0
3851 1.250299 4.257152 0.713076 140 138 17 0
3852 1.275212 4.280828 0.693575 151 150 23 0
3853 1.472179 4.411352 0.613417 203 202 60 0
3854 1.477459 4.394168 0.679737 189 187 50 0
3855 1.555152 4.428745 0.673054 201 198 59 0
3856 1.617237 4.457152 0.827166 145 139 19 0
3857 1.623267 4.482770 0.866474 121 117 7 0
3858 1.218424 4.178641 0.783501 146 143 36 0
3859 1.178585 4.135116 0.788006 141 138 35 0
3860 1.217579 4.143673 0.824360 138 135 30 0
3861 1.191708 4.260368 0.634861 157 156 29 0
3862 1.229996 4.266781 0.669516 151 150 24 0
3863 1.195463 4.069649 0.885470 124 121 24 0
3864 1.178271 4.080010 0.854597 121 119 18 0
3865 1.170777 4.047350 0.877209 131 129 28 0
3866 1.497771 4.265823 0.958535 122 119 24 0
3867 1.479620 4.299711 0.898689 134 131 28 0
3868 1.442961 4.257388 0.917458 132 128 21 0
3869 1.123479 4.018325 0.863459 137 134 29 0
3870 1.139390 4.079138 0.814374 135 133 33 0
3871 1.595941 4.438321 0.871694 116 112 5 0
3872 1.609299 4.480688 0.913494 107 99 0 0
3873 1.555744 4.378178 0.843313 133 128 24 0
3874 1.220010 4.117845 0.868103 130 127 24 0
3875 1.233072 4.335603 0.553283 173 170 37 0
3876 1.279769 4.331420 0.590055 185 184 57 0
3877 1.278279 4.353806 0.547183 189 191 56 0
3878 1.491672 4.382291 0.739941 183 180 49 0
3879 1.424453 4.339480 0.754354 170 168 45 0
3880 1.449035 4.333991 0.797042 161 158 43 0
3881 1.430283 4.356725 0.710227 186 186 56 0
3882 1.382287 4.349397 0.681367 190 188 65 0
3883 1.340478 4.324972 0.669028 186 184 61 0
3884 1.641131 4.521067 0.861045 122 119 6 0
3885 1.329246 4.179373 0.908570 128 125 20 0
3886 1.379534 4.249606 0.870343 139 136 23 0
3887 1.295402 4.198012 0.848375 139 135 28 0
3888 1.595836 4.435559 0.772208 167 159 32 0
3889 1.612889 4.447593 0.791535 158 153 27 0
3890 1.630901 4.459557 0.755791 171 168 27 0
3891 1.267518 4.141843 0.880826 151 147 50 0
3892 1.329055 4.348142 0.615560 195 194 67 0
3893 1.281765 4.307902 0.652271 184 180 57 0
3894 1.309971 4.303248 0.695736 195 193 70 0
3895 1.313004 4.369221 0.560724 193 192 65 0
3896 1.369095 4.358259 0.644359 192 191 65 0
3897 1.424689 4.378884 0.654023 189 189 59 0
3898 1.381259 4.381943 0.592930 191 191 61 0
3899 1.285006 4.135970 0.921188 134 129 29 0
3900 1.308882 4.252473 0.776286 157 155 34 0
3901 1.654376 4.468645 0.719211 193 187 41 0
3902 1.609203 4.447017 0.722635 190 184 44 0
3903 1.699870 4.484051 0.705077 198 192 34 0
3904 1.638368 4.463399 0.670962 201 193 46 0
3905 1.592856 4.454842 0.598194 202 196 38 0
3906 1.652624 4.466092 0.629075 209 203 45 0
3907 1.750027 4.525973 0.721145 195 189 15 0
3908 1.749173 4.494072 0.673829 215 205 32 0
3909 1.525072 4.438060 0.587249 205 202 59 0
3910 1.703399 4.512388 0.751077 177 171 25 0
3911 1.804053 4.522714 0.693767 213 204 25 0
3912 1.669433 4.479189 0.747783 179 179 29 0
3913 1.727319 4.559696 0.769873 191 186 34 0
3914 1.214547 4.232553 0.698733 144 141 28 0
3915 1.177731 4.234279 0.662693 142 140 19 0
3916 1.140113 4.240361 0.606576 153 152 25 0
3917 1.471804 4.428640 0.548237 206 203 62 0
3918 1.641976 4.470623 0.786307 167 163 30 0
3919 1.669468 4.498760 0.779789 164 160 24 0
3920 1.271971 4.214516 0.804475 143 138 36 0
3921 1.239764 4.223378 0.748132 139 137 28 0
3922 1.517552 4.316938 0.915507 129 124 30 0
3923 1.588909 4.419917 0.827898 127 124 11 0
3924 1.568222 4.400843 0.798341 143 139 16 0
3925 1.398852 4.211858 0.939365 133 127 13 0
3926 1.166150 4.198770 0.705251 143 142 36 0
3927 1.251737 4.151245 0.850807 127 124 17 0
3928 1.210164 3.991460 0.976242 127 127 31 0
3929 1.663490 4.468671 0.582422 209 201 38 0
3930 1.286671 4.096139 0.960104 118 114 17 0
3931 1.584500 4.415900 0.924081 105 98 7 0
3932 1.587898 4.413208 0.958378 92 86 0 0
3933 1.606084 4.473568 0.969201 93 85 0 0
3934 1.175213 4.168089 0.753613 140 137 32 0
3935 1.147538 4.280985 0.543976 169 168 42 0
3936 1.189312 4.318410 0.532030 170 169 42 0
3937 1.156826 3.974442 0.947268 128 126 26 0
3938 1.518336 4.338461 0.867894 137 134 31 0
3939 1.521717 4.369142 0.809364 149 146 29 0
3940 1.560545 4.410419 0.752158 168 159 32 0
3941 1.366594 4.166895 0.968765 123 118 16 0
3942 1.413117 4.186562 0.989400 130 126 18 0
3943 1.539423 4.255915 1.016735 96 92 21 0
3944 1.579428 4.263784 1.045987 80 73 1 0
3945 1.632521 4.528038 0.899464 109 104 2 0
3946 1.422336 4.410559 0.547383 203 201 64 0
3947 1.322275 4.140144 0.947225 121 116 16 0
3948 1.341359 4.126149 0.991395 114 109 17 0
3949 1.451083 4.216668 0.981618 121 117 18 0
3950 2.130637 4.187085 0.872356 196 194 15 0
3951 2.113236 4.241624 0.851390 196 193 20 0
3952 2.109724 4.225905 0.906488 162 156 10 0
3953 1.854026 4.462380 0.613347 227 219 20 0
3954 1.892794 4.441963 0.562519 227 222 19 0
3955 1.846097 4.456646 0.564968 227 219 20 0
3956 2.142165 4.271696 0.404024 225 219 21 0
3957 2.151306 4.261692 0.489341 218 215 16 0
3958 2.180759 4.231682 0.372977 220 217 18 0
3959 2.289603 3.976734 0.762484 207 201 27 0
3960 2.230323 4.041712 0.806331 200 197 24 0
3961 2.283059 3.927858 0.820831 202 198 29 0
3962 1.975584 4.412851 0.655513 228 220 15 0
3963 1.951490 4.426897 0.680678 218 209 16 0
3964 1.965397 4.416022 0.695971 216 206 23 0
3965 2.054627 4.415238 0.764697 194 187 37 0
3966 2.020416 4.398499 0.742860 196 182 21 0
3967 2.014273 4.452385 0.738982 197 189 26 0
3968 1.897909 4.448900 0.622915 226 217 16 0
3969 1.872343 4.469987 0.652611 221 212 19 0
3970 1.883810 4.418271 0.199720 225 220 30 0
3971 1.936650 4.389628 0.151873 225 219 35 0
3972 1.859263 4.410088 0.092532 222 215 36 0
3973 2.111911 4.273892 0.887988 146 139 6 0
3974 2.117357 4.331786 0.894593 153 148 28 0
3975 2.115283 4.291067 0.933631 157 153 43 0
3976 1.953259 4.454790 0.706219 208 197 29 0
3977 1.950078 4.396233 0.236039 223 219 26 0
3978 1.917829 4.412180 0.263479 225 221 26 0
3979 1.947403 4.403893 0.330750 226 222 27 0
3980 2.093229 4.379686 0.817668 176 172 23 0
3981 2.062809 4.362101 0.780678 186 176 17 0
3982 2.075984 4.393558 0.788912 186 180 30 0
3983 2.109619 4.179059 0.933579 172 167 15 0
3984 2.105846 4.219012 0.958326 124 119 2 0
3985 2.086859 4.170895 0.993608 126 120 10 0
3986 1.795295 4.470728 0.597087 218 209 30 0
3987 2.108983 4.133399 0.959058 169 164 18 0
3988 2.143908 4.135752 0.901416 183 178 16 0
3989 2.076777 4.324902 0.708170 225 218 14 0
3990 2.077404 4.329503 0.744951 223 217 19 0
3991 2.100313 4.297306 0.728352 222 214 17 0
3992 2.121331 4.260185 0.778883 208 203 13 0
3993 2.152587 4.193402 0.794376 208 201 22 0
